Date,Price,Open,High,Low,Vol.,Change %
24-Apr-18,1153.83 ,"1,151.97","1,161.14","1,148.76",-,0.80%
23-Apr-18,1144.66 ,"1,145.36","1,147.52","1,122.01",-,-0.10%
20-Apr-18,1145.80 ,"1,154.58","1,154.58","1,139.60",-,-0.68%
19-Apr-18,1153.59 ,"1,164.12","1,176.66","1,147.98",-,-0.08%
18-Apr-18,1154.55 ,"1,123.17","1,154.55","1,117.99",-,2.95%
17-Apr-18,1121.48 ,"1,119.77","1,129.82","1,105.46",-,3.35%
16-Apr-18,1085.16 ,"1,095.34","1,104.02","1,081.73",-,-1.75%
13-Apr-18,1104.51 ,"1,122.86","1,137.01","1,098.50",-,-1.83%
12-Apr-18,1125.09 ,"1,110.90","1,135.62","1,106.06",-,3.84%
11-Apr-18,1083.53 ,"1,085.64","1,097.25","1,047.62",-,-0.67%
10-Apr-18,1090.79 ,"1,085.93","1,111.43","1,042.82",-,-0.38%
9-Apr-18,1094.98 ,"1,230.82","1,230.82","1,081.28",-,-11.44%
6-Apr-18,1236.48 ,"1,248.24","1,250.60","1,233.93",-,-1.36%
5-Apr-18,1253.47 ,"1,244.96","1,255.20","1,243.29",-,1.05%
4-Apr-18,1240.39 ,"1,239.15","1,241.58","1,224.57",-,0.27%
3-Apr-18,1237.06 ,"1,238.14","1,240.89","1,228.78",-,0.24%
2-Apr-18,1234.06 ,"1,252.44","1,259.59","1,234.06",-,-1.23%
30-Mar-18,1249.41 ,"1,253.78","1,256.68","1,245.77",-,0.19%
29-Mar-18,1246.98 ,"1,228.91","1,248.11","1,228.91",-,1.64%
28-Mar-18,1226.80 ,"1,237.98","1,237.98","1,222.47",-,-1.38%
27-Mar-18,1243.99 ,"1,238.82","1,251.08","1,235.74",-,1.06%
26-Mar-18,1230.96 ,"1,256.89","1,262.86","1,229.42",-,-2.42%
23-Mar-18,1261.44 ,"1,250.51","1,262.08","1,245.24",-,0.20%
22-Mar-18,1258.89 ,"1,280.14","1,283.10","1,255.50",-,-0.88%
21-Mar-18,1270.08 ,"1,255.84","1,271.73","1,254.94",-,1.12%
20-Mar-18,1256.00 ,"1,242.79","1,256.77","1,234.23",-,1.19%
19-Mar-18,1241.28 ,"1,259.71","1,261.13","1,241.28",-,-1.04%
16-Mar-18,1254.29 ,"1,246.50","1,254.29","1,235.20",-,0.56%
15-Mar-18,1247.28 ,"1,254.33","1,261.95","1,243.12",-,-0.31%
14-Mar-18,1251.19 ,"1,279.60","1,280.00","1,251.19",-,-2.69%
13-Mar-18,1285.80 ,"1,282.12","1,289.27","1,273.38",-,0.20%
12-Mar-18,1283.18 ,"1,288.38","1,293.80","1,278.96",-,-0.18%
9-Mar-18,1285.53 ,"1,270.45","1,285.53","1,262.96",-,1.21%
7-Mar-18,1270.17 ,"1,278.30","1,278.30","1,255.27",-,-0.88%
6-Mar-18,1281.43 ,"1,291.30","1,297.30","1,281.43",-,0.15%
5-Mar-18,1279.51 ,"1,270.91","1,279.58","1,267.26",-,1.42%
2-Mar-18,1261.63 ,"1,272.45","1,279.64","1,248.07",-,-0.98%
1-Mar-18,1274.18 ,"1,278.68","1,283.30","1,266.51",-,-0.88%
28-Feb-18,1285.47 ,"1,308.81","1,308.81","1,285.47",-,-1.94%
27-Feb-18,1310.84 ,"1,332.58","1,332.78","1,310.84",-,-1.04%
26-Feb-18,1324.62 ,"1,312.03","1,339.41","1,311.29",-,1.81%
22-Feb-18,1301.01 ,"1,285.67","1,301.01","1,279.77",-,0.76%
21-Feb-18,1291.19 ,"1,263.31","1,291.19","1,260.51",-,2.10%
20-Feb-18,1264.68 ,"1,258.51","1,266.10","1,254.84",-,0.45%
19-Feb-18,1259.01 ,"1,259.93","1,267.32","1,255.87",-,-0.34%
16-Feb-18,1263.27 ,"1,265.90","1,276.31","1,255.05",-,0.08%
15-Feb-18,1262.27 ,"1,259.77","1,271.46","1,259.38",-,1.40%
14-Feb-18,1244.85 ,"1,231.54","1,244.85","1,218.30",-,1.46%
13-Feb-18,1226.92 ,"1,212.44","1,226.92","1,210.60",-,1.72%
12-Feb-18,1206.22 ,"1,191.86","1,212.51","1,191.86",-,1.72%
9-Feb-18,1185.79 ,"1,191.56","1,199.25","1,177.54",-,-2.06%
8-Feb-18,1210.69 ,"1,229.76","1,231.93","1,210.69",-,-2.56%
7-Feb-18,1242.53 ,"1,245.10","1,257.71","1,239.07",-,0.80%
6-Feb-18,1232.69 ,"1,229.83","1,247.51","1,220.94",-,-2.46%
5-Feb-18,1263.77 ,"1,266.03","1,269.43","1,254.93",-,-0.71%
2-Feb-18,1272.76 ,"1,297.49","1,298.25","1,269.58",-,-1.57%
1-Feb-18,1293.10 ,"1,284.70","1,297.51","1,279.60",-,0.84%
31-Jan-18,1282.36 ,"1,273.24","1,284.58","1,269.26",-,0.58%
30-Jan-18,1274.94 ,"1,273.31","1,292.04","1,266.48",-,-0.05%
29-Jan-18,1275.57 ,"1,285.32","1,290.58","1,272.79",-,-0.87%
26-Jan-18,1286.70 ,"1,305.25","1,307.03","1,281.37",-,-1.87%
25-Jan-18,1311.21 ,"1,296.23","1,313.44","1,296.23",-,1.46%
24-Jan-18,1292.32 ,"1,284.39","1,292.32","1,273.95",-,0.67%
23-Jan-18,1283.75 ,"1,289.03","1,294.20","1,270.18",-,-0.12%
22-Jan-18,1285.33 ,"1,269.72","1,285.33","1,269.72",-,1.13%
19-Jan-18,1270.92 ,"1,280.91","1,283.96","1,265.53",-,-0.65%
18-Jan-18,1279.28 ,"1,265.26","1,282.09","1,264.37",-,1.15%
17-Jan-18,1264.70 ,"1,254.23","1,264.70","1,241.19",-,0.29%
16-Jan-18,1261.09 ,"1,264.95","1,266.44","1,245.35",-,-0.25%
15-Jan-18,1264.30 ,"1,261.35","1,273.07","1,259.66",-,0.26%
12-Jan-18,1261.07 ,"1,253.70","1,261.07","1,242.63",-,0.99%
11-Jan-18,1248.75 ,"1,233.17","1,248.75","1,227.05",-,1.14%
10-Jan-18,1234.64 ,"1,231.13","1,236.53","1,225.14",-,0.45%
9-Jan-18,1229.15 ,"1,222.38","1,238.26","1,222.38",-,0.76%
5-Jan-18,1219.89 ,"1,216.67","1,219.89","1,208.42",-,0.47%
4-Jan-18,1214.17 ,"1,185.05","1,214.17","1,185.05",-,2.63%
3-Jan-18,1183.06 ,"1,154.44","1,183.06","1,154.44",-,2.48%
29-Dec-17,1154.43 ,"1,151.75","1,154.43","1,142.11",-,0.33%
28-Dec-17,1150.58 ,"1,148.94","1,151.29","1,143.33",-,0.14%
27-Dec-17,1148.92 ,"1,147.57","1,152.09","1,145.46",-,0.34%
26-Dec-17,1144.97 ,"1,144.24","1,147.27","1,137.88",-,0.09%
25-Dec-17,1143.94 ,"1,138.43","1,145.62","1,138.30",-,0.73%
22-Dec-17,1135.70 ,"1,129.20","1,139.10","1,128.90",-,0.77%
21-Dec-17,1126.97 ,"1,127.59","1,131.13","1,121.56",-,-0.21%
20-Dec-17,1129.33 ,"1,134.67","1,137.00","1,128.48",-,-0.46%
19-Dec-17,1134.58 ,"1,145.92","1,149.60","1,134.58",-,-1.16%
18-Dec-17,1147.91 ,"1,149.13","1,157.43","1,139.84",-,-0.03%
15-Dec-17,1148.27 ,"1,153.39","1,153.39","1,142.28",-,-0.44%
14-Dec-17,1153.32 ,"1,146.04","1,153.32","1,143.65",-,1.04%
13-Dec-17,1141.50 ,"1,143.50","1,149.46","1,137.91",-,-0.73%
12-Dec-17,1149.88 ,"1,149.04","1,155.03","1,145.27",-,0.48%
11-Dec-17,1144.35 ,"1,120.62","1,144.35","1,120.62",-,2.22%
8-Dec-17,1119.54 ,"1,121.13","1,126.64","1,114.91",-,0.00%
7-Dec-17,1119.51 ,"1,128.20","1,128.20","1,117.27",-,-1.05%
6-Dec-17,1131.38 ,"1,132.08","1,133.01","1,123.40",-,-0.25%
5-Dec-17,1134.25 ,"1,134.55","1,135.10","1,128.54",-,0.03%
4-Dec-17,1133.87 ,"1,125.86","1,136.45","1,113.04",-,0.05%
1-Dec-17,1133.33 ,"1,133.41","1,135.25","1,124.48",-,0.16%
30-Nov-17,1131.56 ,"1,140.42","1,143.83","1,126.53",-,-1.15%
29-Nov-17,1144.68 ,"1,159.59","1,161.84","1,141.64",-,-1.27%
28-Nov-17,1159.41 ,"1,155.11","1,160.65","1,148.07",-,-0.10%
27-Nov-17,1160.56 ,"1,165.15","1,170.46","1,157.89",-,-0.47%
24-Nov-17,1166.09 ,"1,158.09","1,166.85","1,153.37",-,0.64%
23-Nov-17,1158.62 ,"1,163.10","1,163.97","1,155.34",-,-0.04%
22-Nov-17,1159.11 ,"1,148.73","1,159.21","1,148.73",-,1.00%
21-Nov-17,1147.61 ,"1,131.96","1,147.61","1,131.73",-,1.67%
20-Nov-17,1128.72 ,"1,137.36","1,138.77","1,124.89",-,-0.33%
17-Nov-17,1132.45 ,"1,127.37","1,135.70","1,124.14",-,0.53%
16-Nov-17,1126.52 ,"1,117.27","1,128.93","1,109.72",-,0.89%
15-Nov-17,1116.53 ,"1,129.65","1,130.97","1,116.47",-,-1.79%
14-Nov-17,1136.86 ,"1,149.50","1,152.26","1,136.86",-,-1.04%
13-Nov-17,1148.79 ,"1,154.41","1,167.73","1,148.72",-,-0.69%
10-Nov-17,1156.74 ,"1,160.76","1,164.76","1,154.82",-,-0.40%
9-Nov-17,1161.38 ,"1,149.40","1,161.38","1,147.22",-,0.96%
8-Nov-17,1150.36 ,"1,143.77","1,156.11","1,137.58",-,0.29%
7-Nov-17,1146.98 ,"1,115.89","1,152.75","1,115.89",-,3.39%
3-Nov-17,1109.38 ,"1,122.89","1,130.42","1,107.65",-,-0.83%
2-Nov-17,1118.66 ,"1,124.58","1,126.61","1,116.00",-,-0.69%
1-Nov-17,1126.43 ,"1,118.34","1,132.56","1,117.12",-,1.17%
31-Oct-17,1113.41 ,"1,122.74","1,126.18","1,113.41",-,-0.95%
30-Oct-17,1124.05 ,"1,122.69","1,132.86","1,120.14",-,0.49%
27-Oct-17,1118.62 ,"1,116.40","1,119.91","1,105.50",-,0.04%
26-Oct-17,1118.19 ,"1,117.97","1,120.48","1,111.34",-,0.01%
25-Oct-17,1118.13 ,"1,127.59","1,133.09","1,118.13",-,-0.79%
24-Oct-17,1127.03 ,"1,129.89","1,132.18","1,125.93",-,-0.36%
23-Oct-17,1131.08 ,"1,136.13","1,138.70","1,129.71",-,-0.30%
20-Oct-17,1134.45 ,"1,142.02","1,143.48","1,131.72",-,-0.37%
19-Oct-17,1138.64 ,"1,148.78","1,151.39","1,135.24",-,-0.80%
18-Oct-17,1147.79 ,"1,149.85","1,154.11","1,145.95",-,0.10%
17-Oct-17,1146.62 ,"1,157.25","1,157.69","1,144.18",-,-1.00%
16-Oct-17,1158.24 ,"1,158.31","1,161.82","1,154.31",-,0.14%
13-Oct-17,1156.64 ,"1,144.00","1,156.64","1,143.84",-,1.11%
12-Oct-17,1143.96 ,"1,144.65","1,147.61","1,139.70",-,0.06%
11-Oct-17,1143.32 ,"1,134.16","1,144.38","1,133.70",-,0.75%
10-Oct-17,1134.86 ,"1,131.84","1,139.38","1,130.38",-,0.21%
9-Oct-17,1132.45 ,"1,133.75","1,135.34","1,126.27",-,-0.16%
6-Oct-17,1134.30 ,"1,140.90","1,146.37","1,132.13",-,-0.85%
5-Oct-17,1144.05 ,"1,134.15","1,144.73","1,133.12",-,0.61%
4-Oct-17,1137.14 ,"1,129.46","1,137.55","1,127.38",-,0.64%
3-Oct-17,1129.90 ,"1,129.82","1,133.82","1,125.48",-,0.11%
2-Oct-17,1128.69 ,"1,138.21","1,139.31","1,127.80",-,-0.71%
29-Sep-17,1136.75 ,"1,126.72","1,137.54","1,122.45",-,0.99%
28-Sep-17,1125.56 ,"1,126.28","1,131.34","1,117.05",-,-0.12%
27-Sep-17,1126.94 ,"1,128.99","1,131.36","1,120.62",-,-0.03%
26-Sep-17,1127.26 ,"1,133.57","1,144.12","1,127.26",-,-0.29%
25-Sep-17,1130.54 ,"1,123.83","1,135.33","1,119.20",-,0.65%
22-Sep-17,1123.24 ,"1,120.25","1,125.04","1,117.59",-,0.28%
21-Sep-17,1120.13 ,"1,114.84","1,122.01","1,110.21",-,-0.20%
20-Sep-17,1122.43 ,"1,110.33","1,122.43","1,108.31",-,1.24%
19-Sep-17,1108.71 ,"1,115.13","1,117.56","1,107.79",-,-0.93%
18-Sep-17,1119.14 ,"1,123.49","1,127.98","1,116.28",-,-0.38%
15-Sep-17,1123.43 ,"1,123.93","1,126.29","1,115.77",-,-0.20%
14-Sep-17,1125.69 ,"1,116.82","1,127.45","1,112.43",-,0.65%
13-Sep-17,1118.38 ,"1,124.25","1,131.04","1,118.09",-,-0.52%
12-Sep-17,1124.23 ,"1,126.48","1,130.35","1,120.87",-,-0.22%
11-Sep-17,1126.74 ,"1,119.76","1,129.43","1,119.35",-,0.64%
8-Sep-17,1119.61 ,"1,113.13","1,124.39","1,113.13",-,0.80%
7-Sep-17,1110.73 ,"1,107.94","1,121.55","1,107.94",-,0.36%
6-Sep-17,1106.70 ,"1,096.29","1,107.50","1,092.92",-,0.53%
5-Sep-17,1100.83 ,"1,092.23","1,103.11","1,086.77",-,0.82%
4-Sep-17,1091.83 ,"1,098.20","1,099.49","1,087.77",-,-0.80%
1-Sep-17,1100.58 ,"1,098.08","1,103.54","1,094.62",-,0.43%
31-Aug-17,1095.84 ,"1,079.02","1,098.46","1,076.38",-,1.05%
30-Aug-17,1084.41 ,"1,067.21","1,084.41","1,067.21",-,1.58%
29-Aug-17,1067.58 ,"1,070.63","1,070.63","1,055.29",-,-0.11%
28-Aug-17,1068.75 ,"1,064.07","1,070.77","1,059.94",-,0.78%
25-Aug-17,1060.49 ,"1,050.80","1,061.12","1,050.79",-,1.00%
24-Aug-17,1049.96 ,"1,044.77","1,050.54","1,043.66",-,0.48%
23-Aug-17,1044.96 ,"1,038.46","1,044.96","1,036.18",-,0.53%
22-Aug-17,1039.44 ,"1,033.30","1,040.64","1,033.30",-,0.50%
21-Aug-17,1034.29 ,"1,031.69","1,038.14","1,028.76",-,0.63%
18-Aug-17,1027.85 ,"1,030.42","1,030.42","1,018.50",-,-0.60%
17-Aug-17,1034.05 ,"1,029.94","1,036.47","1,027.26",-,0.42%
16-Aug-17,1029.76 ,"1,030.01","1,036.65","1,028.73",-,0.22%
15-Aug-17,1027.45 ,"1,026.38","1,027.99","1,017.64",-,-0.36%
14-Aug-17,1031.13 ,"1,024.77","1,033.50","1,024.77",-,0.85%
11-Aug-17,1022.41 ,"1,023.69","1,025.59","1,012.09",-,-0.67%
10-Aug-17,1029.26 ,"1,038.17","1,042.62","1,029.26",-,-0.55%
9-Aug-17,1034.98 ,"1,045.39","1,045.39","1,033.79",-,-1.31%
8-Aug-17,1048.69 ,"1,033.81","1,048.69","1,033.29",-,1.55%
7-Aug-17,1032.68 ,"1,026.07","1,036.51","1,026.07",-,0.58%
4-Aug-17,1026.73 ,"1,024.40","1,028.16","1,017.90",-,-0.26%
3-Aug-17,1029.41 ,"1,022.09","1,030.25","1,018.02",-,0.78%
2-Aug-17,1021.42 ,"1,013.19","1,023.16","1,010.50",-,0.71%
1-Aug-17,1014.24 ,"1,014.43","1,022.92","1,012.51",-,0.70%
31-Jul-17,1007.14 ,"1,014.15","1,015.60",997.61,-,-0.72%
28-Jul-17,1014.44 ,"1,027.60","1,027.60","1,007.42",-,-1.60%
27-Jul-17,1030.95 ,"1,026.16","1,031.16","1,024.18",-,1.01%
26-Jul-17,1020.60 ,"1,014.25","1,020.60","1,010.56",-,1.04%
25-Jul-17,1010.06 ,"1,014.17","1,018.55","1,004.79",-,-0.36%
24-Jul-17,1013.69 ,"1,019.35","1,021.99","1,006.82",-,-1.09%
21-Jul-17,1024.89 ,"1,040.35","1,040.35","1,021.99",-,-1.31%
20-Jul-17,1038.54 ,"1,042.35","1,044.55","1,036.43",-,-0.44%
19-Jul-17,1043.13 ,"1,027.17","1,043.13","1,023.67",-,0.45%
18-Jul-17,1038.45 ,"1,038.43","1,047.09","1,035.48",-,-0.09%
17-Jul-17,1039.34 ,"1,046.76","1,052.59","1,035.96",-,-0.47%
14-Jul-17,1044.27 ,"1,031.82","1,045.42","1,028.09",-,1.40%
13-Jul-17,1029.89 ,"1,024.76","1,031.69","1,021.95",-,0.41%
12-Jul-17,1025.68 ,"1,005.55","1,025.97","1,005.55",-,2.41%
11-Jul-17,1001.51 ,"1,008.10","1,010.52",993.57,-,-0.46%
10-Jul-17,1006.14 ,998.27,"1,007.71",994.55,-,1.10%
7-Jul-17,995.24 ,998.51,998.51,990.51,-,-1.64%
6-Jul-17,1011.79 ,"1,008.39","1,012.11","1,003.41",-,0.39%
5-Jul-17,1007.88 ,"1,016.69","1,020.16","1,002.94",-,-0.95%
4-Jul-17,1017.59 ,"1,011.03","1,019.97","1,008.90",-,0.81%
3-Jul-17,1009.42 ,"1,008.41","1,014.79",999.76,-,0.85%
30-Jun-17,1000.96 ,996.35,"1,006.39",995.1,-,0.05%
29-Jun-17,1000.45 ,"1,008.98","1,014.55",998.44,-,-0.24%
28-Jun-17,1002.83 ,993.97,"1,004.37",987.47,-,-0.10%
27-Jun-17,1003.79 ,995.27,"1,006.42",990.7,-,1.10%
26-Jun-17,992.84 ,991.99,"1,001.93",987.87,-,0.40%
23-Jun-17,988.93 ,977.25,991.69,975.23,-,1.07%
22-Jun-17,978.45 ,962.53,981.56,958.83,-,0.53%
21-Jun-17,973.33 ,981.86,981.86,966.92,-,-0.78%
20-Jun-17,981.03 ,997.23,"1,006.98",978.31,-,-1.73%
19-Jun-17,998.34 ,992.75,"1,001.25",992.01,-,0.40%
16-Jun-17,994.38 ,990.04,"1,003.16",987.81,-,0.24%
15-Jun-17,991.96 ,"1,005.68","1,005.68",972.08,-,-2.15%
14-Jun-17,1013.78 ,"1,029.08","1,030.05","1,013.04",-,-1.67%
13-Jun-17,1030.99 ,"1,033.66","1,035.82","1,028.03",-,-1.01%
9-Jun-17,1041.49 ,"1,037.02","1,044.68","1,031.63",-,0.29%
8-Jun-17,1038.50 ,"1,031.56","1,038.50","1,022.85",-,0.41%
7-Jun-17,1034.31 ,"1,042.37","1,050.33","1,033.27",-,-0.66%
6-Jun-17,1041.23 ,"1,044.70","1,047.08","1,037.78",-,-0.30%
5-Jun-17,1044.34 ,"1,047.10","1,055.15","1,040.51",-,-0.16%
2-Jun-17,1046.02 ,"1,043.82","1,046.02","1,027.78",-,0.04%
1-Jun-17,1045.63 ,"1,058.70","1,060.08","1,037.97",-,-0.73%
31-May-17,1053.30 ,"1,077.39","1,079.00","1,048.93",-,-2.00%
30-May-17,1074.81 ,"1,080.86","1,080.86","1,073.84",-,-1.01%
29-May-17,1085.75 ,"1,078.30","1,085.75","1,074.04",-,1.18%
26-May-17,1073.04 ,"1,075.10","1,078.95","1,069.18",-,-0.97%
25-May-17,1083.52 ,"1,092.18","1,100.05","1,083.52",-,-0.37%
24-May-17,1087.59 ,"1,094.35","1,100.92","1,080.57",-,-0.84%
23-May-17,1096.83 ,"1,084.91","1,098.93","1,082.13",-,1.22%
22-May-17,1083.58 ,"1,088.32","1,093.48","1,076.41",-,-0.38%
19-May-17,1087.75 ,"1,077.59","1,092.26","1,077.59",-,1.02%
18-May-17,1076.80 ,"1,097.40","1,098.09","1,068.34",-,-2.49%
17-May-17,1104.30 ,"1,107.63","1,109.78","1,097.56",-,-0.78%
16-May-17,1112.95 ,"1,118.16","1,120.99","1,110.96",-,-0.63%
15-May-17,1119.98 ,"1,101.03","1,119.98","1,101.03",-,1.84%
12-May-17,1099.75 ,"1,106.42","1,106.91","1,091.03",-,-0.55%
11-May-17,1105.83 ,"1,112.15","1,116.85","1,098.70",-,-0.52%
10-May-17,1111.64 ,"1,094.33","1,111.64","1,086.38",-,2.39%
5-May-17,1085.68 ,"1,073.94","1,085.68","1,063.50",-,0.41%
4-May-17,1081.22 ,"1,094.60","1,101.51","1,081.22",-,-1.38%
3-May-17,1096.35 ,"1,118.56","1,120.37","1,096.35",-,-2.13%
2-May-17,1120.22 ,"1,118.95","1,129.49","1,117.02",-,0.52%
28-Apr-17,1114.43 ,"1,117.93","1,123.57","1,111.84",-,0.68%
27-Apr-17,1106.92 ,"1,115.87","1,119.24","1,105.55",-,-1.09%
26-Apr-17,1119.11 ,"1,122.37","1,125.07","1,107.70",-,-0.16%
25-Apr-17,1120.89 ,"1,118.77","1,124.10","1,111.26",-,0.39%
24-Apr-17,1116.58 ,"1,090.46","1,116.58","1,090.46",-,2.99%
21-Apr-17,1084.17 ,"1,083.28","1,094.54","1,078.85",-,0.08%
20-Apr-17,1083.35 ,"1,064.88","1,083.65","1,062.90",-,1.39%
19-Apr-17,1068.55 ,"1,075.56","1,085.07","1,068.55",-,-0.80%
18-Apr-17,1077.21 ,"1,095.17","1,098.48","1,075.71",-,-1.56%
17-Apr-17,1094.27 ,"1,071.61","1,095.58","1,065.15",-,1.97%
14-Apr-17,1073.15 ,"1,088.17","1,088.31","1,071.72",-,-1.49%
13-Apr-17,1089.39 ,"1,087.71","1,090.83","1,066.93",-,0.99%
12-Apr-17,1078.72 ,"1,098.94","1,102.49","1,075.68",-,-1.13%
11-Apr-17,1091.08 ,"1,084.89","1,103.55","1,083.11",-,0.63%
10-Apr-17,1084.26 ,"1,110.32","1,110.47","1,079.76",-,-2.62%
7-Apr-17,1113.45 ,"1,143.32","1,143.64","1,110.80",-,-3.07%
6-Apr-17,1148.75 ,"1,146.60","1,150.39","1,140.41",-,-0.32%
5-Apr-17,1152.49 ,"1,139.62","1,157.45","1,139.62",-,1.45%
4-Apr-17,1135.98 ,"1,127.85","1,137.07","1,116.21",-,1.16%
3-Apr-17,1122.98 ,"1,118.93","1,127.43","1,116.38",-,0.83%
31-Mar-17,1113.76 ,"1,135.10","1,137.68","1,112.46",-,-2.07%
30-Mar-17,1137.26 ,"1,126.93","1,139.17","1,125.55",-,1.10%
29-Mar-17,1124.91 ,"1,122.64","1,126.94","1,116.22",-,-0.06%
28-Mar-17,1125.58 ,"1,116.47","1,125.58","1,111.65",-,0.98%
27-Mar-17,1114.66 ,"1,126.35","1,126.35","1,105.01",-,-0.89%
24-Mar-17,1124.66 ,"1,123.17","1,131.45","1,117.45",-,0.03%
23-Mar-17,1124.35 ,"1,125.89","1,133.84","1,114.03",-,0.11%
22-Mar-17,1123.17 ,"1,115.25","1,123.17","1,103.85",-,0.14%
21-Mar-17,1121.63 ,"1,124.42","1,139.73","1,118.11",-,0.02%
20-Mar-17,1121.40 ,"1,122.49","1,128.46","1,107.37",-,0.86%
17-Mar-17,1111.89 ,"1,098.88","1,116.19","1,094.40",-,1.42%
16-Mar-17,1096.29 ,"1,079.90","1,100.78","1,079.90",-,3.17%
15-Mar-17,1062.61 ,"1,066.58","1,075.50","1,060.78",-,-0.10%
14-Mar-17,1063.69 ,"1,072.39","1,078.37","1,056.10",-,-0.51%
13-Mar-17,1069.14 ,"1,053.34","1,069.14","1,047.46",-,1.25%
10-Mar-17,1055.93 ,"1,050.65","1,064.19","1,044.96",-,0.86%
9-Mar-17,1046.90 ,"1,088.84","1,088.84","1,045.02",-,-4.61%
7-Mar-17,1097.44 ,"1,108.24","1,109.00","1,089.72",-,-1.17%
6-Mar-17,1110.46 ,"1,112.79","1,121.82","1,108.40",-,0.20%
3-Mar-17,1108.26 ,"1,095.91","1,108.26","1,086.97",-,0.77%
2-Mar-17,1099.82 ,"1,114.85","1,120.94","1,098.55",-,-0.86%
1-Mar-17,1109.39 ,"1,099.11","1,115.19","1,096.61",-,0.90%
28-Feb-17,1099.46 ,"1,116.13","1,116.82","1,096.57",-,-1.60%
27-Feb-17,1117.29 ,"1,130.02","1,139.04","1,117.29",-,-1.05%
24-Feb-17,1129.09 ,"1,143.06","1,146.13","1,126.32",-,-1.48%
22-Feb-17,1146.01 ,"1,168.11","1,169.03","1,136.04",-,-1.35%
21-Feb-17,1161.65 ,"1,151.52","1,165.45","1,149.02",-,0.98%
20-Feb-17,1150.39 ,"1,149.77","1,158.11","1,145.84",-,-0.16%
17-Feb-17,1152.21 ,"1,175.10","1,175.14","1,152.01",-,-2.03%
16-Feb-17,1176.11 ,"1,176.70","1,179.96","1,172.13",-,0.30%
15-Feb-17,1172.59 ,"1,180.16","1,180.41","1,169.43",-,-0.12%
14-Feb-17,1173.97 ,"1,174.64","1,179.19","1,166.59",-,0.07%
13-Feb-17,1173.17 ,"1,171.48","1,180.81","1,167.39",-,0.77%
10-Feb-17,1164.21 ,"1,163.05","1,169.20","1,157.21",-,0.09%
9-Feb-17,1163.19 ,"1,165.93","1,171.98","1,155.27",-,-0.13%
8-Feb-17,1164.65 ,"1,176.11","1,176.11","1,157.83",-,-1.23%
7-Feb-17,1179.21 ,"1,182.40","1,182.40","1,167.21",-,0.06%
6-Feb-17,1178.52 ,"1,190.41","1,196.99","1,175.37",-,-1.00%
3-Feb-17,1190.40 ,"1,176.85","1,190.40","1,174.25",-,1.62%
2-Feb-17,1171.42 ,"1,169.21","1,181.44","1,167.56",-,0.33%
1-Feb-17,1167.53 ,"1,162.08","1,167.53","1,156.86",-,0.29%
31-Jan-17,1164.15 ,"1,174.06","1,175.73","1,161.27",-,-0.98%
30-Jan-17,1175.64 ,"1,192.11","1,192.11","1,169.98",-,-1.67%
27-Jan-17,1195.61 ,"1,160.83","1,195.61","1,158.09",-,2.75%
26-Jan-17,1163.62 ,"1,153.57","1,163.91","1,151.15",-,0.33%
25-Jan-17,1159.79 ,"1,156.60","1,161.26","1,150.28",-,0.38%
24-Jan-17,1155.38 ,"1,136.95","1,155.47","1,136.95",-,1.56%
23-Jan-17,1137.67 ,"1,138.85","1,141.56","1,132.04",-,-0.12%
20-Jan-17,1138.99 ,"1,140.62","1,143.04","1,133.45",-,0.21%
19-Jan-17,1136.62 ,"1,148.62","1,157.36","1,132.12",-,-1.31%
18-Jan-17,1151.65 ,"1,156.43","1,166.34","1,151.00",-,-0.42%
17-Jan-17,1156.47 ,"1,152.51","1,162.25","1,151.47",-,0.47%
16-Jan-17,1151.05 ,"1,158.85","1,164.97","1,151.05",-,-0.62%
13-Jan-17,1158.19 ,"1,175.31","1,177.00","1,151.59",-,-1.45%
12-Jan-17,1175.28 ,"1,173.06","1,181.98","1,172.60",-,1.71%
11-Jan-17,1155.50 ,"1,169.54","1,174.09","1,151.54",-,-1.66%
10-Jan-17,1175.01 ,"1,158.56","1,175.91","1,155.75",-,1.27%
9-Jan-17,1160.27 ,"1,172.12","1,176.14","1,158.59",-,-1.05%
6-Jan-17,1172.59 ,"1,177.12","1,179.94","1,165.42",-,-0.65%
5-Jan-17,1180.31 ,"1,180.43","1,191.26","1,172.80",-,0.31%
4-Jan-17,1176.69 ,"1,181.52","1,182.70","1,163.40",-,-1.06%
3-Jan-17,1189.32 ,"1,147.29","1,194.92","1,147.29",-,3.21%
30-Dec-16,1152.33 ,"1,150.32","1,152.33","1,132.66",-,0.71%
29-Dec-16,1144.26 ,"1,139.53","1,148.02","1,133.37",-,0.52%
28-Dec-16,1138.31 ,"1,137.73","1,144.46","1,134.85",-,0.22%
27-Dec-16,1135.79 ,"1,123.02","1,136.93","1,123.02",-,0.99%
26-Dec-16,1124.65 ,"1,121.09","1,131.80","1,120.70",-,0.60%
23-Dec-16,1117.92 ,"1,123.58","1,133.13","1,108.74",-,-0.70%
22-Dec-16,1125.80 ,"1,135.31","1,137.19","1,122.08",-,-1.32%
21-Dec-16,1140.88 ,"1,141.79","1,153.50","1,139.76",-,-0.15%
20-Dec-16,1142.54 ,"1,126.86","1,142.74","1,122.50",-,1.10%
19-Dec-16,1130.06 ,"1,133.36","1,139.62","1,130.06",-,-0.48%
