Date,Price,Open,High,Low,Vol.,Change %
23-Aug-19,1268.45 ,"1,286.45","1,288.49","1,267.62",-,-1.11%
22-Aug-19,1282.63 ,"1,280.98","1,288.28","1,276.17",-,0.19%
21-Aug-19,1280.19 ,"1,267.54","1,281.80","1,262.74",-,1.23%
20-Aug-19,1264.59 ,"1,248.39","1,265.22","1,245.85",-,1.37%
19-Aug-19,1247.53 ,"1,244.40","1,253.34","1,233.19",-,0.62%
16-Aug-19,1239.81 ,"1,257.30","1,261.09","1,239.81",-,-0.83%
15-Aug-19,1250.13 ,"1,260.76","1,268.73","1,241.12",-,-0.76%
14-Aug-19,1259.68 ,"1,302.88","1,304.47","1,255.79",-,-2.94%
13-Aug-19,1297.85 ,"1,294.95","1,306.46","1,277.68",-,0.29%
12-Aug-19,1294.12 ,"1,296.69","1,302.04","1,287.47",-,0.36%
9-Aug-19,1289.47 ,"1,306.05","1,307.73","1,289.08",-,-1.10%
8-Aug-19,1303.80 ,"1,298.77","1,308.80","1,298.77",-,1.47%
7-Aug-19,1284.91 ,"1,294.94","1,306.53","1,280.42",-,-0.74%
6-Aug-19,1294.50 ,"1,276.22","1,300.77","1,276.10",-,0.95%
5-Aug-19,1282.29 ,"1,287.11","1,295.01","1,279.29",-,-0.84%
2-Aug-19,1293.19 ,"1,325.48","1,325.48","1,290.12",-,-3.95%
1-Aug-19,1346.40 ,"1,350.46","1,352.72","1,339.54",-,-1.00%
31-Jul-19,1360.04 ,"1,358.07","1,364.84","1,352.68",-,0.53%
30-Jul-19,1352.89 ,"1,355.91","1,358.09","1,349.00",-,-0.05%
29-Jul-19,1353.61 ,"1,350.11","1,355.58","1,346.26",-,0.39%
26-Jul-19,1348.30 ,"1,343.71","1,361.94","1,342.53",-,0.10%
25-Jul-19,1346.91 ,"1,333.57","1,362.30","1,326.48",-,0.54%
24-Jul-19,1339.62 ,"1,350.01","1,351.31","1,336.94",-,-0.44%
23-Jul-19,1345.48 ,"1,341.54","1,351.08","1,338.94",-,0.32%
22-Jul-19,1341.17 ,"1,349.12","1,353.41","1,341.17",-,-0.70%
19-Jul-19,1350.69 ,"1,359.44","1,365.88","1,350.33",-,0.07%
18-Jul-19,1349.76 ,"1,354.30","1,359.43","1,348.95",-,-0.87%
17-Jul-19,1361.58 ,"1,357.09","1,367.04","1,354.11",-,-1.48%
16-Jul-19,1382.09 ,"1,384.53","1,385.18","1,372.76",-,-0.32%
15-Jul-19,1386.52 ,"1,392.92","1,396.67","1,385.30",-,-0.10%
12-Jul-19,1387.87 ,"1,397.71","1,398.55","1,379.50",-,-0.79%
11-Jul-19,1398.88 ,"1,408.78","1,413.82","1,391.55",-,-0.62%
10-Jul-19,1407.64 ,"1,392.56","1,409.43","1,386.15",-,0.92%
9-Jul-19,1394.86 ,"1,395.92","1,399.16","1,390.70",-,-0.34%
8-Jul-19,1399.55 ,"1,393.62","1,399.55","1,384.05",-,0.06%
5-Jul-19,1398.75 ,"1,410.91","1,412.97","1,397.29",-,-0.91%
4-Jul-19,1411.53 ,"1,404.60","1,411.53","1,399.22",-,0.71%
3-Jul-19,1401.52 ,"1,398.24","1,402.45","1,389.47",-,0.23%
2-Jul-19,1398.26 ,"1,402.12","1,405.40","1,391.08",-,-0.24%
1-Jul-19,1401.64 ,"1,383.57","1,409.76","1,383.57",-,1.53%
28-Jun-19,1380.52 ,"1,387.33","1,393.63","1,380.06",-,-0.54%
27-Jun-19,1388.07 ,"1,386.14","1,396.19","1,380.88",-,0.10%
26-Jun-19,1386.63 ,"1,380.58","1,388.93","1,376.89",-,0.42%
25-Jun-19,1380.87 ,"1,389.96","1,392.90","1,373.15",-,-0.45%
24-Jun-19,1387.06 ,"1,381.01","1,389.52","1,380.92",-,0.88%
21-Jun-19,1375.02 ,"1,390.86","1,391.03","1,365.48",-,-1.16%
20-Jun-19,1391.21 ,"1,362.52","1,391.72","1,362.52",-,2.21%
19-Jun-19,1361.14 ,"1,359.51","1,366.49","1,353.87",-,0.14%
18-Jun-19,1359.23 ,"1,338.30","1,359.63","1,334.56",-,1.37%
17-Jun-19,1340.90 ,"1,339.50","1,351.04","1,336.32",-,-0.01%
14-Jun-19,1341.05 ,"1,345.14","1,356.06","1,341.05",-,-0.44%
13-Jun-19,1346.98 ,"1,342.10","1,346.98","1,332.72",-,0.27%
11-Jun-19,1343.33 ,"1,321.82","1,347.83","1,321.67",-,0.57%
10-Jun-19,1335.71 ,"1,327.75","1,337.63","1,326.94",-,0.74%
7-Jun-19,1325.95 ,"1,323.75","1,330.41","1,320.48",-,0.46%
6-Jun-19,1319.85 ,"1,301.74","1,321.23","1,301.05",-,1.27%
5-Jun-19,1303.35 ,"1,308.59","1,314.29","1,300.11",-,-0.32%
4-Jun-19,1307.55 ,"1,314.22","1,321.39","1,299.06",-,-0.58%
3-Jun-19,1315.22 ,"1,280.99","1,323.06","1,273.62",-,2.19%
31-May-19,1287.09 ,"1,283.38","1,288.31","1,268.29",-,0.04%
30-May-19,1286.52 ,"1,282.56","1,291.11","1,280.69",-,0.83%
29-May-19,1275.92 ,"1,269.23","1,277.77","1,262.13",-,0.38%
28-May-19,1271.15 ,"1,287.34","1,289.61","1,264.86",-,-1.32%
27-May-19,1288.12 ,"1,280.01","1,288.12","1,279.12",-,0.70%
24-May-19,1279.11 ,"1,273.67","1,290.80","1,273.67",-,0.29%
23-May-19,1275.42 ,"1,288.79","1,288.79","1,269.50",-,-1.34%
22-May-19,1292.79 ,"1,281.02","1,296.85","1,276.20",-,1.07%
21-May-19,1279.12 ,"1,257.20","1,281.12","1,256.10",-,1.82%
20-May-19,1256.22 ,"1,255.83","1,263.72","1,252.29",-,0.12%
17-May-19,1254.68 ,"1,255.98","1,259.31","1,252.02",-,-0.53%
16-May-19,1261.33 ,"1,243.79","1,266.63","1,243.63",-,1.15%
15-May-19,1247.02 ,"1,246.28","1,251.41","1,239.02",-,0.44%
14-May-19,1241.51 ,"1,208.00","1,243.96","1,208.00",-,2.81%
13-May-19,1207.57 ,"1,215.63","1,221.53","1,206.96",-,-0.51%
10-May-19,1213.79 ,"1,228.82","1,229.69","1,210.67",-,-1.56%
8-May-19,1233.05 ,"1,234.93","1,239.86","1,229.01",-,-0.39%
7-May-19,1237.86 ,"1,245.91","1,247.95","1,234.93",-,-0.62%
6-May-19,1245.59 ,"1,243.52","1,245.59","1,228.15",-,-0.22%
3-May-19,1248.39 ,"1,239.21","1,250.79","1,239.21",-,0.84%
2-May-19,1238.05 ,"1,247.09","1,249.41","1,236.94",-,-0.83%
30-Apr-19,1248.39 ,"1,255.83","1,255.90","1,244.86",-,-0.52%
29-Apr-19,1254.96 ,"1,247.80","1,255.55","1,247.21",-,0.64%
26-Apr-19,1247.01 ,"1,247.64","1,248.29","1,239.97",-,0.08%
25-Apr-19,1245.98 ,"1,262.49","1,263.20","1,244.80",-,-1.42%
24-Apr-19,1263.97 ,"1,279.71","1,279.79","1,257.94",-,-1.08%
23-Apr-19,1277.71 ,"1,276.75","1,284.91","1,271.58",-,0.17%
22-Apr-19,1275.59 ,"1,262.64","1,276.98","1,262.64",-,1.17%
19-Apr-19,1260.82 ,"1,262.73","1,265.60","1,259.28",-,-0.12%
18-Apr-19,1262.28 ,"1,266.51","1,266.51","1,254.28",-,-0.26%
17-Apr-19,1265.51 ,"1,259.75","1,269.86","1,259.75",-,0.80%
16-Apr-19,1255.45 ,"1,248.56","1,258.53","1,244.73",-,0.68%
15-Apr-19,1246.99 ,"1,255.43","1,260.46","1,242.77",-,-0.51%
12-Apr-19,1253.44 ,"1,243.74","1,260.49","1,243.60",-,0.66%
11-Apr-19,1245.17 ,"1,262.78","1,266.08","1,245.17",-,-1.37%
10-Apr-19,1262.48 ,"1,248.22","1,263.61","1,245.10",-,1.13%
9-Apr-19,1248.38 ,"1,244.90","1,252.88","1,242.97",-,0.66%
8-Apr-19,1240.16 ,"1,225.74","1,240.16","1,225.74",-,1.17%
5-Apr-19,1225.84 ,"1,219.83","1,229.31","1,219.60",-,0.48%
4-Apr-19,1219.94 ,"1,222.00","1,224.00","1,214.70",-,-0.36%
3-Apr-19,1224.35 ,"1,220.99","1,232.64","1,220.99",-,0.67%
2-Apr-19,1216.20 ,"1,219.43","1,222.34","1,211.02",-,0.16%
1-Apr-19,1214.29 ,"1,199.31","1,217.68","1,199.31",-,1.35%
29-Mar-19,1198.11 ,"1,209.75","1,220.22","1,194.92",-,-0.76%
28-Mar-19,1207.31 ,"1,208.84","1,212.64","1,203.38",-,0.01%
27-Mar-19,1207.23 ,"1,228.29","1,229.43","1,207.23",-,-1.85%
26-Mar-19,1229.96 ,"1,228.32","1,236.19","1,223.80",-,0.13%
25-Mar-19,1228.34 ,"1,212.07","1,229.93","1,205.19",-,1.23%
22-Mar-19,1213.40 ,"1,237.00","1,240.14","1,209.14",-,-1.96%
21-Mar-19,1237.68 ,"1,235.79","1,243.70","1,234.02",-,0.93%
20-Mar-19,1226.26 ,"1,220.05","1,227.33","1,216.71",-,0.53%
19-Mar-19,1219.78 ,"1,216.26","1,223.33","1,214.40",-,0.53%
18-Mar-19,1213.35 ,"1,204.05","1,218.35","1,201.77",-,1.39%
15-Mar-19,1196.75 ,"1,182.78","1,196.75","1,182.78",-,1.25%
14-Mar-19,1181.96 ,"1,189.58","1,193.21","1,179.67",-,-0.60%
13-Mar-19,1189.14 ,"1,184.87","1,189.14","1,177.84",-,0.49%
12-Mar-19,1183.34 ,"1,179.20","1,188.37","1,178.78",-,0.56%
11-Mar-19,1176.71 ,"1,176.03","1,179.62","1,173.05",-,-0.24%
7-Mar-19,1179.58 ,"1,189.81","1,190.94","1,177.53",-,-1.00%
6-Mar-19,1191.51 ,"1,182.11","1,193.91","1,182.11",-,0.96%
5-Mar-19,1180.15 ,"1,184.68","1,185.65","1,177.37",-,-0.48%
4-Mar-19,1185.83 ,"1,184.34","1,190.28","1,182.72",-,-0.13%
1-Mar-19,1187.35 ,"1,188.80","1,194.47","1,184.46",-,-0.08%
28-Feb-19,1188.28 ,"1,191.84","1,192.34","1,181.14",-,-0.23%
27-Feb-19,1191.01 ,"1,196.57","1,199.77","1,183.38",-,-0.17%
26-Feb-19,1193.07 ,"1,196.90","1,196.90","1,186.28",-,-0.71%
25-Feb-19,1201.57 ,"1,200.37","1,210.88","1,195.12",-,0.26%
22-Feb-19,1198.40 ,"1,186.97","1,198.40","1,186.14",-,0.82%
21-Feb-19,1188.60 ,"1,194.38","1,199.71","1,184.50",-,-0.49%
20-Feb-19,1194.40 ,"1,179.37","1,194.85","1,179.37",-,1.77%
19-Feb-19,1173.64 ,"1,174.60","1,180.01","1,164.89",-,-0.29%
18-Feb-19,1177.04 ,"1,182.85","1,186.66","1,167.54",-,-0.04%
15-Feb-19,1177.50 ,"1,165.08","1,178.00","1,165.08",-,1.83%
14-Feb-19,1156.31 ,"1,169.05","1,174.19","1,151.95",-,-2.90%
13-Feb-19,1190.79 ,"1,212.00","1,215.48","1,190.60",-,-2.03%
12-Feb-19,1215.47 ,"1,201.34","1,218.83","1,201.34",-,1.18%
11-Feb-19,1201.33 ,"1,198.87","1,209.81","1,198.81",-,0.14%
8-Feb-19,1199.65 ,"1,199.00","1,201.41","1,189.57",-,-0.04%
7-Feb-19,1200.14 ,"1,213.51","1,213.51","1,197.06",-,-1.29%
6-Feb-19,1215.83 ,"1,222.94","1,225.08","1,214.56",-,-0.63%
5-Feb-19,1223.48 ,"1,212.45","1,226.56","1,212.33",-,1.02%
4-Feb-19,1211.15 ,"1,213.36","1,219.09","1,209.20",-,-0.01%
1-Feb-19,1211.23 ,"1,213.70","1,218.41","1,205.11",-,-0.27%
31-Jan-19,1214.45 ,"1,210.89","1,224.55","1,210.89",-,1.29%
30-Jan-19,1198.99 ,"1,190.83","1,200.09","1,187.66",-,0.64%
29-Jan-19,1191.38 ,"1,176.95","1,192.79","1,169.06",-,1.06%
28-Jan-19,1178.91 ,"1,192.98","1,196.78","1,175.12",-,-1.10%
25-Jan-19,1192.02 ,"1,190.70","1,193.29","1,181.79",-,0.33%
24-Jan-19,1188.15 ,"1,187.07","1,191.50","1,179.74",-,0.14%
23-Jan-19,1186.51 ,"1,168.49","1,186.61","1,167.86",-,1.43%
22-Jan-19,1169.79 ,"1,170.32","1,170.32","1,161.91",-,-0.11%
21-Jan-19,1171.09 ,"1,175.84","1,178.44","1,171.09",-,-0.45%
18-Jan-19,1176.42 ,"1,164.95","1,176.42","1,163.38",-,1.67%
17-Jan-19,1157.06 ,"1,156.42","1,157.89","1,148.25",-,0.35%
16-Jan-19,1152.99 ,"1,148.09","1,155.09","1,146.20",-,0.43%
15-Jan-19,1148.03 ,"1,146.97","1,155.03","1,139.16",-,0.08%
14-Jan-19,1147.16 ,"1,148.29","1,148.29","1,132.28",-,-0.14%
11-Jan-19,1148.75 ,"1,146.76","1,153.31","1,140.39",-,0.56%
10-Jan-19,1142.32 ,"1,139.22","1,142.32","1,129.15",-,0.60%
9-Jan-19,1135.51 ,"1,127.09","1,137.15","1,124.42",-,1.12%
8-Jan-19,1122.90 ,"1,116.61","1,127.70","1,114.38",-,0.44%
4-Jan-19,1118.03 ,"1,090.96","1,118.03","1,090.96",-,2.87%
3-Jan-19,1086.80 ,"1,069.39","1,093.22","1,063.63",-,1.69%
29-Dec-18,1068.72 ,"1,068.72","1,068.72","1,068.72",-,0.24%
28-Dec-18,1066.13 ,"1,055.08","1,076.81","1,055.08",-,0.90%
27-Dec-18,1056.61 ,"1,062.31","1,073.76","1,052.68",-,0.33%
26-Dec-18,1053.17 ,"1,051.55","1,056.26","1,045.30",-,0.43%
25-Dec-18,1048.71 ,"1,064.93","1,064.93","1,033.31",-,-2.00%
24-Dec-18,1070.09 ,"1,073.14","1,080.16","1,066.36",-,-0.66%
21-Dec-18,1077.17 ,"1,084.41","1,089.88","1,070.98",-,-0.58%
20-Dec-18,1083.47 ,"1,096.71","1,097.63","1,081.28",-,-1.47%
19-Dec-18,1099.63 ,"1,099.17","1,103.49","1,089.10",-,-0.58%
18-Dec-18,1106.05 ,"1,110.35","1,110.35","1,095.48",-,-0.66%
17-Dec-18,1113.44 ,"1,115.54","1,126.93","1,111.01",-,-0.27%
14-Dec-18,1116.50 ,"1,130.53","1,130.53","1,111.79",-,-1.14%
13-Dec-18,1129.35 ,"1,123.60","1,131.41","1,120.95",-,0.32%
12-Dec-18,1125.78 ,"1,135.59","1,136.97","1,122.18",-,-0.79%
11-Dec-18,1134.71 ,"1,133.23","1,143.15","1,127.72",-,-0.16%
10-Dec-18,1136.50 ,"1,151.15","1,156.63","1,135.39",-,-1.85%
7-Dec-18,1157.94 ,"1,137.65","1,163.61","1,134.73",-,2.10%
6-Dec-18,1134.07 ,"1,154.13","1,154.13","1,121.57",-,-1.64%
5-Dec-18,1153.00 ,"1,142.93","1,153.00","1,135.75",-,-0.25%
4-Dec-18,1155.88 ,"1,156.01","1,160.50","1,150.16",-,0.15%
3-Dec-18,1154.18 ,"1,131.70","1,162.72","1,131.70",-,2.49%
30-Nov-18,1126.14 ,"1,139.27","1,139.71","1,119.50",-,-1.33%
29-Nov-18,1141.30 ,"1,123.14","1,146.22","1,123.14",-,2.50%
28-Nov-18,1113.46 ,"1,099.75","1,116.23","1,096.28",-,1.35%
27-Nov-18,1098.59 ,"1,085.12","1,101.96","1,085.12",-,1.33%
26-Nov-18,1084.17 ,"1,115.68","1,116.90","1,072.69",-,-2.64%
23-Nov-18,1113.52 ,"1,136.94","1,136.94","1,110.36",-,-2.18%
22-Nov-18,1138.38 ,"1,131.27","1,140.72","1,127.02",-,0.97%
21-Nov-18,1127.42 ,"1,113.72","1,131.05","1,112.38",-,0.95%
20-Nov-18,1116.85 ,"1,139.97","1,139.97","1,107.43",-,-1.66%
19-Nov-18,1135.71 ,"1,134.05","1,143.11","1,131.08",-,0.07%
16-Nov-18,1134.93 ,"1,140.12","1,145.80","1,130.46",-,0.34%
15-Nov-18,1131.13 ,"1,119.54","1,134.79","1,119.54",-,1.24%
14-Nov-18,1117.26 ,"1,095.60","1,117.26","1,088.13",-,1.56%
13-Nov-18,1100.05 ,"1,108.92","1,117.66","1,100.05",-,-1.32%
12-Nov-18,1114.75 ,"1,113.74","1,130.97","1,113.74",-,-0.59%
9-Nov-18,1121.38 ,"1,145.07","1,145.07","1,113.52",-,-2.93%
8-Nov-18,1155.27 ,"1,161.99","1,168.55","1,152.64",-,-0.77%
7-Nov-18,1164.27 ,"1,148.73","1,164.84","1,140.01",-,1.14%
6-Nov-18,1151.14 ,"1,133.18","1,154.98","1,133.18",-,1.44%
2-Nov-18,1134.80 ,"1,133.24","1,142.77","1,130.51",-,0.30%
1-Nov-18,1131.38 ,"1,125.14","1,135.72","1,119.49",-,0.46%
31-Oct-18,1126.21 ,"1,108.26","1,126.21","1,108.26",-,1.89%
30-Oct-18,1105.33 ,"1,105.82","1,111.05","1,094.54",-,-0.65%
29-Oct-18,1112.61 ,"1,097.96","1,115.70","1,092.71",-,1.30%
26-Oct-18,1098.31 ,"1,118.40","1,118.40","1,087.74",-,-2.00%
25-Oct-18,1120.69 ,"1,114.26","1,122.11","1,105.33",-,-0.39%
24-Oct-18,1125.08 ,"1,111.42","1,134.12","1,108.37",-,1.65%
23-Oct-18,1106.82 ,"1,111.93","1,118.89","1,103.17",-,-0.87%
22-Oct-18,1116.56 ,"1,129.07","1,140.54","1,116.30",-,-0.92%
19-Oct-18,1126.97 ,"1,139.87","1,141.90","1,124.78",-,-1.16%
18-Oct-18,1140.17 ,"1,158.69","1,158.69","1,137.65",-,-1.95%
17-Oct-18,1162.79 ,"1,168.53","1,173.84","1,153.94",-,-0.26%
16-Oct-18,1165.87 ,"1,145.53","1,166.65","1,144.30",-,1.67%
15-Oct-18,1146.72 ,"1,146.14","1,155.89","1,139.66",-,0.47%
12-Oct-18,1141.35 ,"1,127.46","1,149.43","1,127.46",-,1.54%
11-Oct-18,1124.08 ,"1,123.66","1,132.36","1,112.49",-,-1.69%
10-Oct-18,1143.35 ,"1,162.79","1,169.85","1,139.25",-,-1.39%
9-Oct-18,1159.47 ,"1,163.93","1,175.98","1,156.38",-,0.11%
8-Oct-18,1158.25 ,"1,159.20","1,165.35","1,147.46",-,-0.09%
5-Oct-18,1159.33 ,"1,155.59","1,168.29","1,151.78",-,-0.12%
4-Oct-18,1160.76 ,"1,192.06","1,192.21","1,159.32",-,-2.95%
3-Oct-18,1196.03 ,"1,178.97","1,200.14","1,178.97",-,1.22%
2-Oct-18,1181.61 ,"1,200.10","1,202.16","1,175.73",-,-0.81%
1-Oct-18,1191.28 ,"1,192.55","1,199.18","1,180.96",-,-0.06%
28-Sep-18,1192.04 ,"1,184.86","1,192.04","1,175.11",-,0.35%
27-Sep-18,1187.88 ,"1,160.29","1,187.88","1,158.76",-,2.33%
26-Sep-18,1160.78 ,"1,169.32","1,174.15","1,156.13",-,-0.71%
25-Sep-18,1169.04 ,"1,163.88","1,170.45","1,156.59",-,0.52%
24-Sep-18,1162.98 ,"1,150.93","1,163.85","1,150.75",-,1.17%
21-Sep-18,1149.53 ,"1,141.45","1,149.53","1,136.17",-,0.78%
20-Sep-18,1140.65 ,"1,134.06","1,156.22","1,133.03",-,0.58%
19-Sep-18,1134.10 ,"1,124.80","1,136.78","1,122.49",-,0.99%
18-Sep-18,1123.03 ,"1,098.81","1,123.03","1,098.81",-,2.14%
17-Sep-18,1099.50 ,"1,093.15","1,099.74","1,086.34",-,0.44%
14-Sep-18,1094.73 ,"1,088.94","1,097.36","1,080.80",-,0.94%
13-Sep-18,1084.54 ,"1,067.83","1,098.44","1,067.83",-,1.23%
12-Sep-18,1071.32 ,"1,061.70","1,074.79","1,056.55",-,1.46%
11-Sep-18,1055.90 ,"1,042.98","1,056.64","1,040.89",-,1.19%
10-Sep-18,1043.46 ,"1,046.73","1,052.54","1,040.30",-,-0.67%
7-Sep-18,1050.51 ,"1,056.02","1,063.19","1,048.86",-,-0.37%
6-Sep-18,1054.36 ,"1,070.76","1,079.45","1,053.39",-,-1.36%
5-Sep-18,1068.88 ,"1,078.99","1,079.82","1,068.88",-,-1.23%
4-Sep-18,1082.21 ,"1,086.16","1,088.55","1,074.73",-,-0.27%
3-Sep-18,1085.19 ,"1,093.34","1,094.03","1,082.40",-,-0.65%
31-Aug-18,1092.29 ,"1,074.87","1,096.09","1,069.86",-,1.56%
30-Aug-18,1075.55 ,"1,090.56","1,094.07","1,072.95",-,-0.87%
29-Aug-18,1085.01 ,"1,075.32","1,085.01","1,070.79",-,0.62%
28-Aug-18,1078.28 ,"1,079.50","1,085.93","1,075.30",-,-0.54%
27-Aug-18,1084.13 ,"1,071.46","1,084.92","1,068.58",-,1.85%
24-Aug-18,1064.46 ,"1,043.56","1,066.25","1,040.73",-,1.96%
23-Aug-18,1043.99 ,"1,062.29","1,066.61","1,042.11",-,-2.00%
22-Aug-18,1065.34 ,"1,075.29","1,076.13","1,055.93",-,-0.63%
21-Aug-18,1072.12 ,"1,067.64","1,074.10","1,056.52",-,0.64%
20-Aug-18,1065.34 ,"1,064.75","1,069.15","1,061.56",-,1.20%
17-Aug-18,1052.74 ,"1,066.10","1,069.19","1,048.67",-,-1.29%
16-Aug-18,1066.51 ,"1,062.11","1,070.29","1,058.39",-,1.07%
15-Aug-18,1055.24 ,"1,083.39","1,083.85","1,047.95",-,-2.43%
14-Aug-18,1081.50 ,"1,067.88","1,086.01","1,065.19",-,2.05%
13-Aug-18,1059.76 ,"1,053.67","1,069.55","1,039.29",-,0.27%
10-Aug-18,1056.93 ,"1,084.36","1,092.23","1,056.93",-,-3.68%
9-Aug-18,1097.33 ,"1,096.72","1,098.80","1,073.15",-,-1.48%
8-Aug-18,1113.78 ,"1,145.28","1,146.53","1,110.52",-,-2.91%
7-Aug-18,1147.16 ,"1,138.45","1,152.10","1,137.32",-,0.75%
6-Aug-18,1138.57 ,"1,142.74","1,146.54","1,131.83",-,-0.57%
3-Aug-18,1145.08 ,"1,140.32","1,145.08","1,129.51",-,0.36%
2-Aug-18,1140.96 ,"1,155.29","1,158.36","1,134.84",-,-1.65%
1-Aug-18,1160.09 ,"1,168.12","1,170.02","1,157.70",-,-1.11%
31-Jul-18,1173.06 ,"1,159.23","1,173.06","1,156.40",-,0.92%
30-Jul-18,1162.42 ,"1,147.92","1,162.42","1,141.03",-,0.93%
27-Jul-18,1151.74 ,"1,147.86","1,151.74","1,137.91",-,0.26%
26-Jul-18,1148.79 ,"1,147.25","1,153.12","1,141.50",-,0.62%
25-Jul-18,1141.70 ,"1,128.58","1,143.36","1,124.58",-,-0.18%
24-Jul-18,1143.81 ,"1,131.03","1,146.27","1,130.80",-,1.23%
23-Jul-18,1129.92 ,"1,116.33","1,134.39","1,116.33",-,1.38%
20-Jul-18,1114.59 ,"1,123.21","1,129.95","1,112.63",-,-0.88%
19-Jul-18,1124.43 ,"1,149.26","1,149.26","1,120.30",-,-1.77%
18-Jul-18,1144.72 ,"1,154.65","1,157.23","1,138.99",-,-1.75%
17-Jul-18,1165.14 ,"1,175.35","1,175.35","1,155.29",-,-1.31%
16-Jul-18,1180.64 ,"1,179.92","1,191.76","1,172.81",-,-0.73%
13-Jul-18,1189.35 ,"1,177.16","1,189.35","1,175.54",-,1.01%
12-Jul-18,1177.50 ,"1,178.24","1,183.45","1,169.76",-,-0.75%
11-Jul-18,1186.36 ,"1,202.08","1,202.08","1,180.41",-,-1.34%
10-Jul-18,1202.42 ,"1,193.79","1,202.42","1,190.33",-,0.78%
9-Jul-18,1193.17 ,"1,176.52","1,194.75","1,176.52",-,1.68%
6-Jul-18,1173.47 ,"1,169.25","1,176.62","1,156.67",-,0.16%
5-Jul-18,1171.64 ,"1,145.68","1,171.64","1,143.34",-,2.10%
4-Jul-18,1147.53 ,"1,148.61","1,151.91","1,144.28",-,0.01%
3-Jul-18,1147.47 ,"1,151.91","1,155.87","1,143.31",-,-0.36%
2-Jul-18,1151.66 ,"1,151.98","1,162.59","1,141.21",-,-0.22%
29-Jun-18,1154.16 ,"1,134.74","1,154.16","1,134.47",-,2.58%
28-Jun-18,1125.13 ,"1,123.54","1,129.77","1,117.58",-,0.03%
27-Jun-18,1124.84 ,"1,119.42","1,133.61","1,106.25",-,1.01%
26-Jun-18,1113.60 ,"1,123.13","1,130.49","1,111.04",-,-0.59%
25-Jun-18,1120.23 ,"1,119.36","1,129.56","1,118.66",-,-0.46%
22-Jun-18,1125.41 ,"1,113.08","1,131.73","1,113.08",-,1.32%
21-Jun-18,1110.79 ,"1,115.63","1,121.07","1,108.36",-,-0.75%
20-Jun-18,1119.21 ,"1,098.10","1,121.99","1,098.10",-,2.03%
19-Jun-18,1096.92 ,"1,100.54","1,101.36","1,077.52",-,-0.34%
18-Jun-18,1100.63 ,"1,114.01","1,115.09","1,098.97",-,-1.47%
15-Jun-18,1117.04 ,"1,134.17","1,137.68","1,115.03",-,-2.10%
14-Jun-18,1140.97 ,"1,143.54","1,148.86","1,138.01",-,-0.58%
13-Jun-18,1147.57 ,"1,141.27","1,149.83","1,134.85",-,0.49%
11-Jun-18,1142.02 ,"1,150.77","1,157.75","1,140.50",-,-0.62%
9-Jun-18,1149.19 ,"1,146.97","1,153.10","1,146.97",-,0.55%
8-Jun-18,1142.90 ,"1,167.36","1,167.45","1,141.65",-,-2.42%
7-Jun-18,1171.22 ,"1,182.02","1,186.63","1,171.22",-,-0.55%
6-Jun-18,1177.73 ,"1,175.69","1,179.26","1,168.81",-,0.42%
5-Jun-18,1172.77 ,"1,179.01","1,185.20","1,168.42",-,-0.59%
4-Jun-18,1179.78 ,"1,164.68","1,183.01","1,164.68",-,1.32%
1-Jun-18,1164.37 ,"1,159.63","1,173.53","1,159.26",-,0.12%
31-May-18,1162.98 ,"1,168.86","1,175.94","1,158.15",-,0.00%
30-May-18,1162.96 ,"1,152.67","1,168.27","1,151.11",-,0.70%
29-May-18,1154.90 ,"1,170.15","1,171.05","1,146.31",-,-1.05%
28-May-18,1167.21 ,"1,166.58","1,170.27","1,163.98",-,-0.23%
25-May-18,1169.93 ,"1,174.95","1,184.26","1,164.63",-,-0.32%
24-May-18,1173.63 ,"1,180.36","1,184.78","1,171.72",-,-0.09%
23-May-18,1174.71 ,"1,192.38","1,193.33","1,173.74",-,-2.27%
22-May-18,1202.04 ,"1,193.52","1,202.04","1,189.67",-,0.85%
21-May-18,1191.86 ,"1,178.00","1,193.83","1,174.86",-,1.60%
18-May-18,1173.14 ,"1,177.37","1,185.82","1,170.91",-,-0.72%
17-May-18,1181.61 ,"1,195.42","1,196.45","1,181.61",-,-0.69%
16-May-18,1189.77 ,"1,180.95","1,190.87","1,175.96",-,0.93%
15-May-18,1178.76 ,"1,198.64","1,198.64","1,171.48",-,-1.98%
14-May-18,1202.56 ,"1,193.53","1,203.99","1,185.94",-,0.72%
11-May-18,1193.98 ,"1,183.11","1,200.21","1,181.58",-,1.22%
10-May-18,1179.63 ,"1,153.96","1,182.14","1,153.96",-,3.28%
8-May-18,1142.13 ,"1,147.81","1,147.81","1,131.77",-,-1.02%
7-May-18,1153.85 ,"1,155.49","1,161.25","1,147.62",-,0.63%
4-May-18,1146.61 ,"1,138.98","1,150.44","1,135.83",-,1.63%
3-May-18,1128.22 ,"1,133.50","1,150.36","1,128.22",-,-0.73%
2-May-18,1136.56 ,"1,153.31","1,154.21","1,133.40",-,-1.51%
30-Apr-18,1153.96 ,"1,161.71","1,169.51","1,150.81",-,-0.87%
28-Apr-18,1164.09 ,"1,166.30","1,166.30","1,160.07",-,-0.26%
27-Apr-18,1167.12 ,"1,149.15","1,167.23","1,146.25",-,1.77%
26-Apr-18,1146.85 ,"1,138.10","1,149.97","1,131.00",-,0.81%
25-Apr-18,1137.62 ,"1,147.80","1,149.29","1,132.62",-,-1.40%
