date, value
2018/3/19,62.102
2018/3/20,63.512
2018/3/21,65.17
2018/3/22,64.3
2018/3/23,65.88
2018/3/26,65.55
2018/3/27,65.25
2018/3/28,64.38
2018/3/29,64.94
2018/4/2,63.01
2018/4/3,63.51
2018/4/4,63.37
2018/4/5,63.54
2018/4/6,62.06
2018/4/9,63.42
2018/4/10,65.51
2018/4/11,66.82
2018/4/12,67.07
2018/4/13,67.39
2018/4/16,66.22
2018/4/17,66.518
2018/4/18,68.47
2018/4/19,68.314
2018/4/20,68.396
2018/4/23,68.64
2018/4/24,67.7
2018/4/25,68.05
2018/4/26,68.19
2018/4/27,68.1
2018/4/30,68.57
2018/5/1,67.25
2018/5/2,67.93
2018/5/3,68.43
2018/5/4,69.72
2018/5/7,70.73
2018/5/8,69.06
2018/5/9,71.14
2018/5/10,71.36
2018/5/11,70.7
2018/5/14,70.96
2018/5/15,71.31
2018/5/16,71.49
2018/5/17,71.506
2018/5/18,71.316
2018/5/21,72.306
2018/5/22,72.186
2018/5/23,71.84
2018/5/24,70.71
2018/5/25,67.88
2018/5/29,66.73
2018/5/30,68.21
2018/5/31,67.04
2018/6/1,65.81
2018/6/4,64.75
2018/6/5,65.52
2018/6/6,64.73
2018/6/7,65.95
2018/6/8,65.74
2018/6/11,66.1
2018/6/12,66.36
2018/6/13,66.64
2018/6/14,66.89
2018/6/15,65.018
2018/6/18,65.786
2018/6/19,64.968
2018/6/20,65.812
2018/6/21,65.54
2018/6/22,68.58
2018/6/25,68.08
2018/6/26,70.53
2018/6/27,72.76
2018/6/28,73.45
2018/6/29,74.15
2018/7/2,73.94
2018/7/3,74.14
2018/7/5,72.94
2018/7/6,73.8
2018/7/9,73.85
2018/7/10,74.11
2018/7/11,70.38
2018/7/12,70.33
2018/7/13,71.01
2018/7/16,68.06
2018/7/17,67.896
2018/7/18,68.356
2018/7/19,68.728
2018/7/20,68.7
2018/7/23,67.89
2018/7/24,68.52
2018/7/25,69.3
2018/7/26,69.61
2018/7/27,68.69
2018/7/30,70.13
2018/7/31,68.76
2018/8/1,67.66
2018/8/2,68.96
2018/8/3,68.49
2018/8/6,69.01
2018/8/7,69.17
2018/8/8,66.94
2018/8/9,66.81
2018/8/10,67.63
2018/8/13,67.2
2018/8/14,67.04
2018/8/15,65.01
2018/8/16,65.344
2018/8/17,65.63
2018/8/20,65.824
2018/8/21,66.142
2018/8/22,67.86
2018/8/23,67.83
2018/8/24,68.72
2018/8/27,68.87
2018/8/28,68.53
2018/8/29,69.51
2018/8/30,70.25
2018/8/31,69.8
2018/9/4,69.87
2018/9/5,68.72
2018/9/6,67.77
2018/9/7,67.75
2018/9/10,67.54
2018/9/11,69.25
2018/9/12,70.37
2018/9/13,68.59
2018/9/14,68.99
2018/9/17,68.864
2018/9/18,69.746
2018/9/19,70.91
2018/9/20,70.416
2018/9/21,70.78
2018/9/24,72.08
2018/9/25,72.28
2018/9/26,71.57
2018/9/27,72.12
2018/9/28,73.25
2018/10/1,75.3
2018/10/2,75.23
2018/10/3,76.41
2018/10/4,74.33
2018/10/5,74.34
2018/10/8,74.29
2018/10/9,74.96
2018/10/10,73.17
2018/10/11,70.97
2018/10/12,71.34
2018/10/15,71.78
2018/10/16,71.92
2018/10/17,69.74
2018/10/18,68.674
2018/10/19,69.216
2018/10/22,69.322
2018/10/23,66.43
2018/10/24,66.82
2018/10/25,67.33
2018/10/26,67.59
2018/10/29,67.04
2018/10/30,66.18
2018/10/31,65.31
2018/11/1,63.69
2018/11/2,63.14
2018/11/5,63.1
2018/11/6,62.21
2018/11/7,61.67
2018/11/8,60.67
2018/11/9,60.19
2018/11/12,59.93
2018/11/13,55.69
2018/11/14,56.288
2018/11/15,56.548
2018/11/16,56.592
2018/11/19,57.112
2018/11/20,53.43
2018/11/21,54.63
2018/11/23,50.42
2018/11/26,51.63
2018/11/27,51.56
2018/11/28,50.29
2018/11/29,51.45
2018/11/30,50.93
2018/12/3,52.95
2018/12/4,53.25
2018/12/5,52.89
2018/12/6,51.49
2018/12/7,52.61
2018/12/10,51
2018/12/11,51.65
2018/12/12,51.15
2018/12/13,52.58
2018/12/14,51.254
2018/12/17,50.008
2018/12/18,46.456
2018/12/19,47.976
2018/12/20,45.88
2018/12/21,45.59
2018/12/24,42.53
2018/12/26,46.22
2018/12/27,44.61
2018/12/28,45.33
2018/12/31,45.41
2019/1/2,46.54
2019/1/3,47.09
2019/1/4,47.96
2019/1/7,48.52
2019/1/8,49.78
2019/1/9,52.36
2019/1/10,52.59
2019/1/11,51.59
2019/1/14,50.51
2019/1/15,52.11
2019/1/16,52.37
2019/1/17,52.186
2019/1/18,53.944
2019/1/22,52.922
2019/1/23,52.62
2019/1/24,53.13
2019/1/25,53.69
2019/1/28,51.99
2019/1/29,53.31
2019/1/30,54.23
2019/1/31,53.79
2019/2/1,55.26
2019/2/4,54.56
2019/2/5,53.66
2019/2/6,54.01
2019/2/7,52.64
2019/2/8,52.72
2019/2/11,52.41
2019/2/12,53.1
2019/2/13,53.9
2019/2/14,54.486
2019/2/15,55.746
2019/2/19,56.306
2019/2/20,57.112
2019/2/21,56.96
2019/2/22,57.26
2019/2/25,55.48
2019/2/26,55.5
2019/2/27,56.94
2019/2/28,57.22
2019/3/1,55.8
2019/3/4,56.59
2019/3/5,56.56
2019/3/6,56.22
2019/3/7,56.66
2019/3/8,56.07
2019/3/11,56.79
2019/3/12,56.87
2019/3/13,58.26
2019/3/14,58.61
2019/3/15,58.58
2019/3/18,59.206
2019/3/19,59.186
2019/3/20,60.15
2019/3/21,59.98
2019/3/22,59.04
2019/3/25,58.82
2019/3/26,59.94
2019/3/27,59.41
2019/3/28,59.3
2019/3/29,60.14
2019/4/1,61.59
2019/4/2,62.58
2019/4/3,62.46
2019/4/4,62.1
2019/4/5,63.08
2019/4/8,64.4
2019/4/9,63.98
2019/4/10,64.61
2019/4/11,63.58
2019/4/12,63.89
2019/4/15,63.4
2019/4/16,64.078
2019/4/17,63.804
2019/4/18,64.042
2019/4/22,65.58
2019/4/23,66.3
2019/4/24,65.89
2019/4/25,65.21
2019/4/26,63.3
2019/4/29,63.5
2019/4/30,63.91
2019/5/1,63.6
2019/5/2,61.81
2019/5/3,61.94
2019/5/6,62.25
2019/5/7,61.4
2019/5/8,62.12
2019/5/9,61.7
2019/5/10,61.66
2019/5/13,61.04
2019/5/14,61.78
2019/5/15,62.02
2019/5/16,62.908
2019/5/17,62.824
2019/5/20,63.166
2019/5/21,63.102
2019/5/22,61.42
2019/5/23,57.91
2019/5/24,58.63
2019/5/28,59.14
2019/5/29,58.81
2019/5/30,56.59
2019/5/31,53.5
2019/6/3,53.25
2019/6/4,53.48
2019/6/5,51.68
2019/6/6,52.59
2019/6/7,53.99
2019/6/10,53.26
2019/6/11,53.27
2019/6/12,51.14
2019/6/13,52.28
2019/6/14,52.51
2019/6/17,51.978
2019/6/18,53.984
2019/6/19,53.886
2019/6/20,56.986
2019/6/21,57.43
2019/6/24,57.9
2019/6/25,57.83
2019/6/26,59.38
2019/6/27,59.43
2019/6/28,58.47
2019/7/1,59.09
2019/7/2,56.25
2019/7/3,57.34
2019/7/5,57.51
2019/7/8,57.66
2019/7/9,57.83
2019/7/10,60.43
2019/7/11,60.2
2019/7/12,60.21
2019/7/15,59.58
2019/7/16,57.62
2019/7/17,56.808
2019/7/18,55.348
2019/7/19,55.708
2019/7/22,56.22
2019/7/23,56.77
2019/7/24,55.88
2019/7/25,56.02
2019/7/26,56.2
2019/7/29,56.87
2019/7/30,58.05
2019/7/31,58.58
2019/8/1,53.95
2019/8/2,55.66
2019/8/5,54.69
2019/8/6,53.63
2019/8/7,51.09
2019/8/8,52.54
2019/8/9,54.5
2019/8/12,54.93
2019/8/13,57.1
2019/8/14,55.23
2019/8/15,54.46
2019/8/16,54.846
2019/8/19,56.168
2019/8/20,56.172
2019/8/21,55.68
2019/8/22,55.35
2019/8/23,54.17
2019/8/26,53.64
2019/8/27,54.93
2019/8/28,55.78
2019/8/29,56.71
2019/8/30,55.1
2019/9/3,53.94
2019/9/4,56.26
2019/9/5,56.3
2019/9/6,56.52
2019/9/9,57.85
2019/9/10,57.4
2019/9/11,55.75
2019/9/12,55.09
2019/9/13,54.85
2019/9/16,62.9
2019/9/17,59.292
2019/9/18,58.082
2019/9/19,58.166
2019/9/20,58.09
2019/9/23,58.64
2019/9/24,57.29
2019/9/25,56.49
2019/9/26,56.41
2019/9/27,55.91
2019/9/30,54.07
2019/10/1,53.62
2019/10/2,52.64
2019/10/3,52.45
2019/10/4,52.81
2019/10/7,52.75
2019/10/8,52.63
2019/10/9,52.59
2019/10/10,53.55
2019/10/11,54.7
2019/10/14,53.59
2019/10/15,52.81
2019/10/16,53.36
2019/10/17,53.95
2019/10/18,53.816
2019/10/21,53.43
2019/10/22,54.416
2019/10/23,55.97
2019/10/24,56.23
2019/10/25,56.66
2019/10/28,55.81
2019/10/29,55.54
2019/10/30,55.06
2019/10/31,54.18
2019/11/1,56.2
2019/11/4,56.54
2019/11/5,57.23
2019/11/6,56.35
2019/11/7,57.15
2019/11/8,57.24
2019/11/11,56.86
2019/11/12,56.8
2019/11/13,57.12
2019/11/14,56.77
